;This file was generated by the SoftBox using readall.com
;Identifier is the unique number read from the test image
;All numbers in hexadecimal
;
;CP/M Track, CP/M Sector, Identifier
35,18,06B8
35,19,06B9
35,1A,06BA
35,1B,06BB
35,1C,06BC
35,1D,06BD
35,1E,06BE
35,1F,06BF
36,00,06C0
36,01,06C1
36,02,06C2
36,03,06C3
36,04,06C4
36,05,06C5
36,06,06C6
36,07,06C7
36,08,06C8
36,09,06C9
36,0A,06CA
36,0B,06CB
36,0C,06CC
36,0D,06CD
36,0E,06CE
36,0F,06CF
36,10,06D0
36,11,06D1
36,12,06D2
36,13,06D3
36,14,06D4
36,15,06D5
36,16,06D6
36,17,06D7
36,18,06D8
36,19,06D9
36,1A,06DA
36,1B,06DB
36,1C,06DC
36,1D,06DD
36,1E,06DE
36,1F,06DF
37,00,06E0
37,01,06E1
37,02,06E2
37,03,06E3
37,04,06E4
37,05,06E5
37,06,06E6
37,07,06E7
37,08,06E8
37,09,06E9
37,0A,06EA
37,0B,06EB
37,0C,06EC
37,0D,06ED
37,0E,06EE
37,0F,06EF
37,10,06F0
37,11,06F1
37,12,06F2
37,13,06F3
37,14,06F4
37,15,06F5
37,16,06F6
37,17,06F7
37,18,06F8
37,19,06F9
37,1A,06FA
37,1B,06FB
37,1C,06FC
37,1D,06FD
37,1E,06FE
37,1F,06FF
38,00,0700
38,01,0701
38,02,0702
38,03,0703
38,04,0704
38,05,0705
38,06,0706
38,07,0707
38,08,0708
38,09,0709
38,0A,070A
38,0B,070B
38,0C,070C
38,0D,070D
38,0E,070E
38,0F,070F
38,10,0710
38,11,0711
38,12,0712
38,13,0713
38,14,0714
38,15,0715
38,16,0716
38,17,0717
38,18,0718
38,19,0719
38,1A,071A
38,1B,071B
38,1C,071C
38,1D,071D
38,1E,071E
38,1F,071F
39,00,0720
39,01,0721
39,02,0722
39,03,0723
39,04,0724
39,05,0725
39,06,0726
39,07,0727
39,08,0728
39,09,0729
39,0A,072A
39,0B,072B
39,0C,072C
39,0D,072D
39,0E,072E
39,0F,072F
39,10,0730
39,11,0731
39,12,0732
39,13,0733
39,14,0734
39,15,0735
39,16,0736
39,17,0737
39,18,0738
39,19,0739
39,1A,073A
39,1B,073B
39,1C,073C
39,1D,073D
39,1E,073E
39,1F,073F
3A,00,0740
3A,01,0741
3A,02,0742
3A,03,0743
3A,04,0744
3A,05,0745
3A,06,0746
3A,07,0747
3A,08,0748
3A,09,0749
3A,0A,074A
3A,0B,074B
3A,0C,074C
3A,0D,074D
3A,0E,074E
3A,0F,074F
3A,10,0750
3A,11,0751
3A,12,0752
3A,13,0753
3A,14,0754
3A,15,0755
3A,16,0756
3A,17,0757
3A,18,0758
3A,19,0759
3A,1A,075A
3A,1B,075B
3A,1C,075C
3A,1D,075D
3A,1E,075E
3A,1F,075F
3B,00,0760
3B,01,0761
3B,02,0762
3B,03,0763
3B,04,0764
3B,05,0765
3B,06,0766
3B,07,0767
3B,08,0768
3B,09,0769
3B,0A,076A
3B,0B,076B
3B,0C,076C
3B,0D,076D
3B,0E,076E
3B,0F,076F
3B,10,0770
3B,11,0771
3B,12,0772
3B,13,0773
3B,14,0774
3B,15,0775
3B,16,0776
3B,17,0777
3B,18,0778
3B,19,0779
3B,1A,077A
3B,1B,077B
3B,1C,077C
3B,1D,077D
3B,1E,077E
3B,1F,077F
3C,00,0780
3C,01,0781
3C,02,0782
3C,03,0783
3C,04,0784
3C,05,0785
3C,06,0786
3C,07,0787
3C,08,0788
3C,09,0789
3C,0A,078A
3C,0B,078B
3C,0C,078C
3C,0D,078D
3C,0E,078E
3C,0F,078F
3C,10,0790
3C,11,0791
3C,12,0792
3C,13,0793
3C,14,0794
3C,15,0795
3C,16,0796
3C,17,0797
3C,18,0798
3C,19,0799
3C,1A,079A
3C,1B,079B
3C,1C,079C
3C,1D,079D
3C,1E,079E
3C,1F,079F
3D,00,07A0
3D,01,07A1
3D,02,07A2
3D,03,07A3
3D,04,07A4
3D,05,07A5
3D,06,07A6
3D,07,07A7
3D,08,07A8
3D,09,07A9
3D,0A,07AA
3D,0B,07AB
3D,0C,07AC
3D,0D,07AD
3D,0E,07AE
3D,0F,07AF
3D,10,07B0
3D,11,07B1
3D,12,07B2
3D,13,07B3
3D,14,07B4
3D,15,07B5
3D,16,07B6
3D,17,07B7
3D,18,07B8
3D,19,07B9
3D,1A,07BA
3D,1B,07BB
3D,1C,07BC
3D,1D,07BD
3D,1E,07BE
3D,1F,07BF
3E,00,07C0
3E,01,07C1
3E,02,07C2
3E,03,07C3
3E,04,07C4
3E,05,07C5
3E,06,07C6
3E,07,07C7
3E,08,07C8
3E,09,07C9
3E,0A,07CA
3E,0B,07CB
3E,0C,07CC
3E,0D,07CD
3E,0E,07CE
3E,0F,07CF
3E,10,07D0
3E,11,07D1
3E,12,07D2
3E,13,07D3
3E,14,07D4
3E,15,07D5
3E,16,07D6
3E,17,07D7
3E,18,07D8
3E,19,07D9
3E,1A,07DA
3E,1B,07DB
3E,1C,07DC
3E,1D,07DD
3E,1E,07DE
3E,1F,07DF
3F,00,07E0
3F,01,07E1
3F,02,07E2
3F,03,07E3
3F,04,07E4
3F,05,07E5
3F,06,07E6
3F,07,07E7
3F,08,07E8
3F,09,07E9
3F,0A,07EA
3F,0B,07EB
3F,0C,07EC
3F,0D,07ED
3F,0E,07EE
3F,0F,07EF
3F,10,07F0
3F,11,07F1
3F,12,07F2
3F,13,07F3
3F,14,07F4
3F,15,07F5
3F,16,07F6
3F,17,07F7
3F,18,07F8
3F,19,07F9
3F,1A,07FA
3F,1B,07FB
3F,1C,07FC
3F,1D,07FD
3F,1E,07FE
3F,1F,07FF
40,00,0800
40,01,0801
40,02,0802
40,03,0803
40,04,0804
40,05,0805
40,06,0806
40,07,0807
40,08,0808
40,09,0809
40,0A,080A
40,0B,080B
40,0C,080C
40,0D,080D
40,0E,080E
40,0F,080F
40,10,0810
40,11,0811
40,12,0812
40,13,0813
40,14,0814
40,15,0815
40,16,0816
40,17,0817
40,18,0818
40,19,0819
40,1A,081A
40,1B,081B
40,1C,081C
40,1D,081D
40,1E,081E
40,1F,081F
41,00,0820
41,01,0821
41,02,0822
41,03,0823
41,04,0824
41,05,0825
41,06,0826
41,07,0827
41,08,08D6
41,09,08D7
41,0A,08D8
41,0B,08D9
41,0C,08DA
41,0D,08DB
41,0E,08DC
41,0F,08DD
41,10,08DE
41,11,08DF
41,12,08E0
41,13,08E1
41,14,08E2
41,15,08E3
41,16,08E4
41,17,08E5
41,18,08E6
41,19,08E7
41,1A,08E8
41,1B,08E9
41,1C,08EA
41,1D,08EB
41,1E,08EC
41,1F,08ED
42,00,08EE
42,01,08EF
42,02,08F0
42,03,08F1
42,04,08F2
42,05,08F3
42,06,08F4
42,07,08F5
42,08,08F6
42,09,08F7
42,0A,08F8
42,0B,08F9
42,0C,08FA
42,0D,08FB
42,0E,08FC
42,0F,08FD
42,10,08FE
42,11,08FF
42,12,0900
42,13,0901
42,14,0902
42,15,0903
42,16,0904
42,17,0905
42,18,0906
42,19,0907
42,1A,0908
42,1B,0909
42,1C,090A
42,1D,090B
42,1E,090C
42,1F,090D
43,00,090E
43,01,090F
43,02,0910
43,03,0911
43,04,0912
43,05,0913
43,06,0914
43,07,0915
43,08,0916
43,09,0917
43,0A,0918
43,0B,0919
43,0C,091A
43,0D,091B
43,0E,091C
43,0F,091D
43,10,091E
43,11,091F
43,12,0920
43,13,0921
43,14,0922
43,15,0923
43,16,0924
43,17,0925
43,18,0926
43,19,0927
43,1A,0928
43,1B,0929
43,1C,092A
43,1D,092B
43,1E,092C
43,1F,092D
44,00,092E
44,01,092F
44,02,0930
44,03,0931
44,04,0932
44,05,0933
44,06,0934
44,07,0935
44,08,0936
44,09,0937
44,0A,0938
44,0B,0939
44,0C,093A
44,0D,093B
44,0E,093C
44,0F,093D
44,10,093E
44,11,093F
44,12,0940
44,13,0941
44,14,0942
44,15,0943
44,16,0944
44,17,0945
44,18,0946
44,19,0947
44,1A,0948
44,1B,0949
44,1C,094A
44,1D,094B
44,1E,094C
44,1F,094D
45,00,094E
45,01,094F
45,02,0950
45,03,0951
45,04,0952
45,05,0953
45,06,0954
45,07,0955
45,08,0956
45,09,0957
45,0A,0958
45,0B,0959
45,0C,095A
45,0D,095B
45,0E,095C
45,0F,095D
45,10,095E
45,11,095F
45,12,0960
45,13,0961
45,14,0962
45,15,0963
45,16,0964
45,17,0965
45,18,0966
45,19,0967
45,1A,0968
45,1B,0969
45,1C,096A
45,1D,096B
45,1E,096C
45,1F,096D
46,00,096E
46,01,096F
46,02,0970
46,03,0971
46,04,0972
46,05,0973
46,06,0974
46,07,0975
46,08,0976
46,09,0977
46,0A,0978
46,0B,0979
46,0C,097A
46,0D,097B
46,0E,097C
46,0F,097D
46,10,097E
46,11,097F
46,12,0980
46,13,0981
46,14,0982
46,15,0983
46,16,0984
46,17,0985
46,18,0986
46,19,0987
46,1A,0988
46,1B,0989
46,1C,098A
46,1D,098B
46,1E,098C
46,1F,098D
47,00,098E
47,01,098F
47,02,0990
47,03,0991
47,04,0992
47,05,0993
47,06,0994
47,07,0995
47,08,0996
47,09,0997
47,0A,0998
47,0B,0999
47,0C,099A
47,0D,099B
47,0E,099C
47,0F,099D
47,10,099E
47,11,099F
47,12,09A0
47,13,09A1
47,14,09A2
47,15,09A3
47,16,09A4
47,17,09A5
47,18,09A6
47,19,09A7
47,1A,09A8
47,1B,09A9
47,1C,09AA
47,1D,09AB
47,1E,09AC
47,1F,09AD
48,00,09AE
48,01,09AF
48,02,09B0
48,03,09B1
48,04,09B2
48,05,09B3
48,06,09B4
48,07,09B5
48,08,09B6
48,09,09B7
48,0A,09B8
48,0B,09B9
48,0C,09BA
48,0D,09BB
48,0E,09BC
48,0F,09BD
48,10,09BE
48,11,09BF
48,12,09C0
48,13,09C1
48,14,09C2
48,15,09C3
48,16,09C4
48,17,09C5
48,18,09C6
48,19,09C7
48,1A,09C8
48,1B,09C9
48,1C,09CA
48,1D,09CB
48,1E,09CC
48,1F,09CD
49,00,09CE
49,01,09CF
49,02,09D0
49,03,09D1
49,04,09D2
49,05,09D3
49,06,09D4
49,07,09D5
49,08,09D6
49,09,09D7
49,0A,09D8
49,0B,09D9
49,0C,09DA
49,0D,09DB
49,0E,09DC
49,0F,09DD
49,10,09DE
49,11,09DF
49,12,09E0
49,13,09E1
49,14,09E2
49,15,09E3
49,16,09E4
49,17,09E5
49,18,09E6
49,19,09E7
49,1A,09E8
49,1B,09E9
49,1C,09EA
49,1D,09EB
49,1E,09EC
49,1F,09ED
4A,00,09EE
4A,01,09EF
4A,02,09F0
4A,03,09F1
4A,04,09F2
4A,05,09F3
4A,06,09F4
4A,07,09F5
4A,08,09F6
4A,09,09F7
4A,0A,09F8
4A,0B,09F9
4A,0C,09FA
4A,0D,09FB
4A,0E,09FC
4A,0F,09FD
4A,10,09FE
4A,11,09FF
4A,12,0A00
4A,13,0A01
4A,14,0A02
4A,15,0A03
4A,16,0A04
4A,17,0A05
4A,18,0A06
4A,19,0A07
4A,1A,0A08
4A,1B,0A09
4A,1C,0A0A
4A,1D,0A0B
4A,1E,0A0C
4A,1F,0A0D
4B,00,0A0E
4B,01,0A0F
4B,02,0A10
4B,03,0A11
4B,04,0A12
4B,05,0A13
4B,06,0A14
4B,07,0A15
4B,08,0A16
4B,09,0A17
4B,0A,0A18
4B,0B,0A19
4B,0C,0A1A
4B,0D,0A1B
4B,0E,0A1C
4B,0F,0A1D
4B,10,0A1E
4B,11,0A1F
4B,12,0A20
4B,13,0A21
4B,14,0A22
4B,15,0A23
4B,16,0A24
4B,17,0A25
4B,18,0A26
4B,19,0A27
4B,1A,0A28
4B,1B,0A29
4B,1C,0A2A
4B,1D,0A2B
4B,1E,0A2C
4B,1F,0A2D
4C,00,0A2E
4C,01,0A2F
4C,02,0A30
4C,03,0A31
4C,04,0A32
4C,05,0A33
4C,06,0A34
4C,07,0A35
4C,08,0A36
4C,09,0A37
4C,0A,0A38
4C,0B,0A39
4C,0C,0A3A
4C,0D,0A3B
4C,0E,0A3C
4C,0F,0A3D
4C,10,0A3E
4C,11,0A3F
4C,12,0A40
4C,13,0A41
4C,14,0A42
4C,15,0A43
4C,16,0A44
4C,17,0A45
4C,18,0A46
4C,19,0A47
4C,1A,0A48
4C,1B,0A49
4C,1C,0A4A
4C,1D,0A4B
4C,1E,0A4C
4C,1F,0A4D
4D,00,0A4E
4D,01,0A4F
4D,02,0A50
4D,03,0A51
4D,04,0A52
4D,05,0A53
4D,06,0A54
4D,07,0A55
4D,08,0A56
4D,09,0A57
4D,0A,0A58
4D,0B,0A59
4D,0C,0A5A
4D,0D,0A5B
4D,0E,0A5C
4D,0F,0A5D
4D,10,0A5E
4D,11,0A5F
4D,12,0A60
4D,13,0A61
4D,14,0A62
4D,15,0A63
4D,16,0A64
4D,17,0A65
4D,18,0A66
4D,19,0A67
4D,1A,0A68
4D,1B,0A69
4D,1C,0A6A
4D,1D,0A6B
4D,1E,0A6C
4D,1F,0A6D
4E,00,0A6E
4E,01,0A6F
4E,02,0A70
4E,03,0A71
4E,04,0A72
4E,05,0A73
4E,06,0A74
4E,07,0A75
4E,08,0A76
4E,09,0A77
4E,0A,0A78
4E,0B,0A79
4E,0C,0A7A
4E,0D,0A7B
4E,0E,0A7C
4E,0F,0A7D
4E,10,0A7E
4E,11,0A7F
4E,12,0A80
4E,13,0A81
4E,14,0A82
4E,15,0A83
4E,16,0A84
4E,17,0A85
4E,18,0A86
4E,19,0A87
4E,1A,0A88
4E,1B,0A89
4E,1C,0A8A
4E,1D,0A8B
4E,1E,0A8C
4E,1F,0A8D
4F,00,0A8E
4F,01,0A8F
4F,02,0A90
4F,03,0A91
4F,04,0A92
4F,05,0A93
4F,06,0A94
4F,07,0A95
4F,08,0A96
4F,09,0A97
4F,0A,0A98
4F,0B,0A99
4F,0C,0A9A
4F,0D,0A9B
4F,0E,0A9C
4F,0F,0A9D
4F,10,0A9E
4F,11,0A9F
4F,12,0AA0
4F,13,0AA1
4F,14,0AA2
4F,15,0AA3
4F,16,0AA4
4F,17,0AA5
4F,18,0AA6
4F,19,0AA7
4F,1A,0AA8
4F,1B,0AA9
4F,1C,0AAA
4F,1D,0AAB
4F,1E,0AAC
4F,1F,0AAD
50,00,0AAE
50,01,0AAF
50,02,0AB0
50,03,0AB1
50,04,0AB2
50,05,0AB3
50,06,0AB4
50,07,0AB5
50,08,0AB6
50,09,0AB7
50,0A,0AB8
50,0B,0AB9
50,0C,0ABA
50,0D,0ABB
50,0E,0ABC
50,0F,0ABD
50,10,0ABE
50,11,0ABF
50,12,0AC0
50,13,0AC1
50,14,0AC2
50,15,0AC3
50,16,0AC4
50,17,0AC5
50,18,0AC6
50,19,0AC7
50,1A,0AC8
50,1B,0AC9
50,1C,0ACA
50,1D,0ACB
50,1E,0ACC
50,1F,0ACD
51,00,0ACE
51,01,0ACF
51,02,0AD0
51,03,0AD1
51,04,0AD2
51,05,0AD3
51,06,0AD4
51,07,0AD5
51,08,0AD6
51,09,0AD7
51,0A,0AD8
51,0B,0AD9
51,0C,0ADA
51,0D,0ADB
51,0E,0ADC
51,0F,0ADD
51,10,0ADE
51,11,0ADF
51,12,0AE0
51,13,0AE1
51,14,0AE2
51,15,0AE3
51,16,0AE4
51,17,0AE5
51,18,0AE6
51,19,0AE7
51,1A,0AE8
51,1B,0AE9
51,1C,0AEA
51,1D,0AEB
51,1E,0AEC
51,1F,0AED
52,00,0AEE
52,01,0AEF
52,02,0AF0
52,03,0AF1
52,04,0AF2
52,05,0AF3
52,06,0AF4
52,07,0AF5
52,08,0AF6
52,09,0AF7
52,0A,0AF8
52,0B,0AF9
52,0C,0AFA
52,0D,0AFB
52,0E,0AFC
52,0F,0AFD
52,10,0AFE
52,11,0AFF
52,12,0B00
52,13,0B01
52,14,0B02
52,15,0B03
52,16,0B04
52,17,0B05
52,18,0B06
52,19,0B07
52,1A,0B08
52,1B,0B09
52,1C,0B0A
52,1D,0B0B
52,1E,0B0C
52,1F,0B0D
53,00,0B0E
53,01,0B0F
53,02,0B10
53,03,0B11
53,04,0B12
53,05,0B13
53,06,0B14
53,07,0B15
53,08,0B16
53,09,0B17
53,0A,0B18
53,0B,0B19
53,0C,0B1A
53,0D,0B1B
53,0E,0B1C
53,0F,0B1D
53,10,0B1E
53,11,0B1F
53,12,0B20
53,13,0B21
53,14,0B22
53,15,0B23
53,16,0B24
53,17,0B25
53,18,0B26
53,19,0B27
53,1A,0B28
53,1B,0B29
53,1C,0B2A
53,1D,0B2B
53,1E,0B2C
53,1F,0B2D
54,00,0B2E
54,01,0B2F
54,02,0B30
54,03,0B31
54,04,0B32
54,05,0B33
54,06,0B34
54,07,0B35
54,08,0B36
54,09,0B37
54,0A,0B38
54,0B,0B39
54,0C,0B3A
54,0D,0B3B
54,0E,0B3C
54,0F,0B3D
54,10,0B3E
54,11,0B3F
54,12,0B40
54,13,0B41
54,14,0B42
54,15,0B43
54,16,0B44
54,17,0B45
54,18,0B46
54,19,0B47
54,1A,0B48
54,1B,0B49
54,1C,0B4A
54,1D,0B4B
54,1E,0B4C
54,1F,0B4D
55,00,0B4E
55,01,0B4F
55,02,0B50
55,03,0B51
55,04,0B52
55,05,0B53
55,06,0B54
55,07,0B55
55,08,0B56
55,09,0B57
55,0A,0B58
55,0B,0B59
55,0C,0B5A
55,0D,0B5B
55,0E,0B5C
55,0F,0B5D
55,10,0B5E
55,11,0B5F
55,12,0B60
55,13,0B61
55,14,0B62
55,15,0B63
55,16,0B64
55,17,0B65
55,18,0B66
55,19,0B67
55,1A,0B68
55,1B,0B69
55,1C,0B6A
55,1D,0B6B
55,1E,0B6C
55,1F,0B6D
56,00,0B6E
56,01,0B6F
56,02,0B70
56,03,0B71
56,04,0B72
56,05,0B73
56,06,0B74
56,07,0B75
56,08,0B76
56,09,0B77
56,0A,0B78
56,0B,0B79
56,0C,0B7A
56,0D,0B7B
56,0E,0B7C
56,0F,0B7D
56,10,0B7E
56,11,0B7F
56,12,0B80
56,13,0B81
56,14,0B82
56,15,0B83
56,16,0B84
56,17,0B85
56,18,0B86
56,19,0B87
56,1A,0B88
56,1B,0B89
56,1C,0B8A
56,1D,0B8B
56,1E,0B8C
56,1F,0B8D
57,00,0B8E
57,01,0B8F
57,02,0B90
57,03,0B91
57,04,0B92
57,05,0B93
57,06,0B94
57,07,0B95
57,08,0B96
57,09,0B97
57,0A,0B98
57,0B,0B99
57,0C,0B9A
57,0D,0B9B
57,0E,0B9C
57,0F,0B9D
57,10,0B9E
57,11,0B9F
57,12,0BA0
57,13,0BA1
57,14,0BA2
57,15,0BA3
57,16,0BA4
57,17,0BA5
57,18,0BA6
57,19,0BA7
57,1A,0BA8
57,1B,0BA9
57,1C,0BAA
57,1D,0BAB
57,1E,0BAC
57,1F,0BAD
58,00,0BAE
58,01,0BAF
58,02,0BB0
58,03,0BB1
58,04,0BB2
58,05,0BB3
58,06,0BB4
58,07,0BB5
58,08,0BB6
58,09,0BB7
58,0A,0BB8
58,0B,0BB9
58,0C,0BBA
58,0D,0BBB
58,0E,0BBC
58,0F,0BBD
58,10,0BBE
58,11,0BBF
58,12,0BC0
58,13,0BC1
58,14,0BC2
58,15,0BC3
58,16,0BC4
58,17,0BC5
58,18,0BC6
58,19,0BC7
58,1A,0BC8
58,1B,0BC9
58,1C,0BCA
58,1D,0BCB
58,1E,0BCC
58,1F,0BCD
59,00,0BCE
59,01,0BCF
59,02,0BD0
59,03,0BD1
59,04,0BD2
59,05,0BD3
59,06,0BD4
59,07,0BD5
59,08,0BD6
59,09,0BD7
59,0A,0BD8
59,0B,0BD9
59,0C,0BDA
59,0D,0BDB
59,0E,0BDC
59,0F,0BDD
59,10,0BDE
59,11,0BDF
59,12,0BE0
59,13,0BE1
59,14,0BE2
59,15,0BE3
59,16,0BE4
59,17,0BE5
59,18,0BE6
59,19,0BE7
59,1A,0BE8
59,1B,0BE9
59,1C,0BEA
59,1D,0BEB
59,1E,0BEC
59,1F,0BED
5A,00,0BEE
5A,01,0BEF
5A,02,0BF0
5A,03,0BF1
5A,04,0BF2
5A,05,0BF3
5A,06,0BF4
5A,07,0BF5
5A,08,0BF6
5A,09,0BF7
5A,0A,0BF8
5A,0B,0BF9
5A,0C,0BFA
5A,0D,0BFB
5A,0E,0BFC
5A,0F,0BFD
5A,10,0BFE
5A,11,0BFF
5A,12,0C00
5A,13,0C01
5A,14,0C02
5A,15,0C03
5A,16,0C04
5A,17,0C05
5A,18,0C06
5A,19,0C07
5A,1A,0C08
5A,1B,0C09
5A,1C,0C0A
5A,1D,0C0B
5A,1E,0C0C
5A,1F,0C0D
5B,00,0C0E
5B,01,0C0F
5B,02,0C10
5B,03,0C11
5B,04,0C12
5B,05,0C13
5B,06,0C14
5B,07,0C15
5B,08,0C16
5B,09,0C17
5B,0A,0C18
5B,0B,0C19
5B,0C,0C1A
5B,0D,0C1B
5B,0E,0C1C
5B,0F,0C1D
5B,10,0C1E
5B,11,0C1F
5B,12,0C20
5B,13,0C21
5B,14,0C22
5B,15,0C23
5B,16,0C24
5B,17,0C25
5B,18,0C26
5B,19,0C27
5B,1A,0C28
5B,1B,0C29
5B,1C,0C2A
5B,1D,0C2B
5B,1E,0C2C
5B,1F,0C2D
5C,00,0C2E
5C,01,0C2F
5C,02,0C30
5C,03,0C31
5C,04,0C32
5C,05,0C33
5C,06,0C34
5C,07,0C35
5C,08,0C36
5C,09,0C37
5C,0A,0C38
5C,0B,0C39
5C,0C,0C3A
5C,0D,0C3B
5C,0E,0C3C
5C,0F,0C3D
5C,10,0C3E
5C,11,0C3F
5C,12,0C40
5C,13,0C41
5C,14,0C42
5C,15,0C43
5C,16,0C44
5C,17,0C45
5C,18,0C46
5C,19,0C47
5C,1A,0C48
5C,1B,0C49
5C,1C,0C4A
5C,1D,0C4B
5C,1E,0C4C
5C,1F,0C4D
5D,00,0C4E
5D,01,0C4F
5D,02,0C50
5D,03,0C51
5D,04,0C52
5D,05,0C53
5D,06,0C54
5D,07,0C55
5D,08,0C56
5D,09,0C57
5D,0A,0C58
5D,0B,0C59
5D,0C,0C5A
5D,0D,0C5B
5D,0E,0C5C
5D,0F,0C5D
5D,10,0C5E
5D,11,0C5F
5D,12,0C60
5D,13,0C61
5D,14,0C62
5D,15,0C63
5D,16,0C64
5D,17,0C65
5D,18,0C66
5D,19,0C67
5D,1A,0C68
5D,1B,0C69
5D,1C,0C6A
5D,1D,0C6B
5D,1E,0C6C
5D,1F,0C6D
5E,00,0C6E
5E,01,0C6F
5E,02,0C70
5E,03,0C71
5E,04,0C72
5E,05,0C73
5E,06,0C74
5E,07,0C75
5E,08,0C76
5E,09,0C77
5E,0A,0C78
5E,0B,0C79
5E,0C,0C7A
5E,0D,0C7B
5E,0E,0C7C
5E,0F,0C7D
5E,10,0C7E
5E,11,0C7F
5E,12,0C80
5E,13,0C81
5E,14,0C82
5E,15,0C83
5E,16,0C84
5E,17,0C85
5E,18,0C86
5E,19,0C87
5E,1A,0C88
5E,1B,0C89
5E,1C,0C8A
5E,1D,0C8B
5E,1E,0C8C
5E,1F,0C8D
5F,00,0C8E
5F,01,0C8F
5F,02,0C90
5F,03,0C91
5F,04,0C92
5F,05,0C93
5F,06,0C94
5F,07,0C95
5F,08,0C96
5F,09,0C97
5F,0A,0C98
5F,0B,0C99
5F,0C,0C9A
5F,0D,0C9B
5F,0E,0C9C
5F,0F,0C9D
5F,10,0C9E
5F,11,0C9F
5F,12,0CA0
5F,13,0CA1
5F,14,0CA2
5F,15,0CA3
5F,16,0CA4
5F,17,0CA5
5F,18,0CA6
5F,19,0CA7
5F,1A,0CA8
5F,1B,0CA9
5F,1C,0CAA
5F,1D,0CAB
5F,1E,0CAC
5F,1F,0CAD
60,00,0CAE
60,01,0CAF
60,02,0CB0
60,03,0CB1
60,04,0CB2
60,05,0CB3
60,06,0CB4
60,07,0CB5
60,08,0CB6
60,09,0CB7
60,0A,0CB8
60,0B,0CB9
60,0C,0CBA
60,0D,0CBB
60,0E,0CBC
60,0F,0CBD
60,10,0CBE
60,11,0CBF
60,12,0CC0
60,13,0CC1
60,14,0CC2
60,15,0CC3
60,16,0CC4
60,17,0CC5
60,18,0CC6
60,19,0CC7
60,1A,0CC8
60,1B,0CC9
60,1C,0CCA
60,1D,0CCB
60,1E,0CCC
60,1F,0CCD
61,00,0CCE
61,01,0CCF
61,02,0CD0
61,03,0CD1
61,04,0CD2
61,05,0CD3
61,06,0CD4
61,07,0CD5
61,08,0CD6
61,09,0CD7
61,0A,0CD8
61,0B,0CD9
61,0C,0CDA
61,0D,0CDB
61,0E,0CDC
61,0F,0CDD
61,10,0CDE
61,11,0CDF
61,12,0CE0
61,13,0CE1
61,14,0CE2
61,15,0CE3
61,16,0CE4
61,17,0CE5
61,18,0CE6
61,19,0CE7
61,1A,0CE8
61,1B,0CE9
61,1C,0CEA
61,1D,0CEB
61,1E,0CEC
61,1F,0CED
62,00,0CEE
62,01,0CEF
62,02,0CF0
62,03,0CF1
62,04,0CF2
62,05,0CF3
62,06,0CF4
62,07,0CF5
62,08,0CF6
62,09,0CF7
62,0A,0CF8
62,0B,0CF9
62,0C,0CFA
62,0D,0CFB
62,0E,0CFC
62,0F,0CFD
62,10,0CFE
62,11,0CFF
62,12,0D00
62,13,0D01
62,14,0D02
62,15,0D03
62,16,0D04
62,17,0D05
62,18,0D06
62,19,0D07
62,1A,0D08
62,1B,0D09
62,1C,0D0A
62,1D,0D0B
62,1E,0D0C
62,1F,0D0D
63,00,0D0E
63,01,0D0F
63,02,0D10
63,03,0D11
63,04,0D12
63,05,0D13
63,06,0D14
63,07,0D15
63,08,0D16
63,09,0D17
63,0A,0D18
63,0B,0D19
63,0C,0D1A
63,0D,0D1B
63,0E,0D1C
63,0F,0D1D
63,10,0D1E
63,11,0D1F
63,12,0D20
63,13,0D21
63,14,0D22
63,15,0D23
63,16,0D24
63,17,0D25
63,18,0D26
63,19,0D27
63,1A,0D28
63,1B,0D29
63,1C,0D2A
63,1D,0D2B
63,1E,0D2C
63,1F,0D2D
64,00,0D2E
64,01,0D2F
64,02,0D30
64,03,0D31
64,04,0D32
64,05,0D33
64,06,0D34
64,07,0D35
64,08,0D36
64,09,0D37
64,0A,0D38
64,0B,0D39
64,0C,0D3A
64,0D,0D3B
64,0E,0D3C
64,0F,0D3D
64,10,0D3E
64,11,0D3F
64,12,0D40
64,13,0D41
64,14,0D42
64,15,0D43
64,16,0D44
64,17,0D45
64,18,0D46
64,19,0D47
64,1A,0D48
64,1B,0D49
64,1C,0D4A
64,1D,0D4B
64,1E,0D4C
64,1F,0D4D
65,00,0D4E
65,01,0D4F
65,02,0D50
65,03,0D51
65,04,0D52
65,05,0D53
65,06,0D54
65,07,0D55
65,08,0D56
65,09,0D57
65,0A,0D58
65,0B,0D59
65,0C,0D5A
65,0D,0D5B
65,0E,0D5C
65,0F,0D5D
65,10,0D5E
65,11,0D5F
65,12,0D60
65,13,0D61
65,14,0D62
65,15,0D63
65,16,0D64
65,17,0D65
65,18,0D66
65,19,0D67
65,1A,0D68
65,1B,0D69
65,1C,0D6A
65,1D,0D6B
65,1E,0D6C
65,1F,0D6D
66,00,0D6E
66,01,0D6F
66,02,0D70
66,03,0D71
66,04,0D72
66,05,0D73
66,06,0D74
66,07,0D75
66,08,0D76
66,09,0D77
66,0A,0D78
66,0B,0D79
66,0C,0D7A
66,0D,0D7B
66,0E,0D7C
66,0F,0D7D
66,10,0D7E
66,11,0D7F
66,12,0D80
66,13,0D81
66,14,0D82
66,15,0D83
66,16,0D84
66,17,0D85
66,18,0D86
66,19,0D87
66,1A,0D88
66,1B,0D89
66,1C,0D8A
66,1D,0D8B
66,1E,0D8C
